transaction_id,customer_id,amount,time_of_day,point_of_transaction,country,flagged_transaction
2486,401,38,15,Hotel,Spain,not_fraud
2487,588,63,3,Gas Station,Spain,not_fraud
2488,889,38,7,Supermarket,Netherlands,not_fraud
2489,46,1026,1,Supermarket,New Zealand,fraud
2490,672,50,13,Museum,USA,not_fraud
2491,463,31,14,Hotel,India,not_fraud
2492,592,145,8,Restaurant,Germany,not_fraud
2493,310,137,1,ATM,Japan,fraud
2494,86,44,16,Restaurant,India,not_fraud
2495,92,29,9,Hotel,Australia,not_fraud
2496,660,1076,8,Cinema,France,not_fraud
2497,673,11,1,Retail Store,Mexico,not_fraud
2498,714,42,23,ATM,Japan,fraud
2499,936,30,18,Restaurant,Switzerland,not_fraud
2500,928,136,16,Restaurant,USA,not_fraud
2501,242,10,10,Restaurant,Japan,not_fraud
2502,865,50,16,Amusement Park,Australia,not_fraud
2503,2,77,9,Gas Station,Singapore,not_fraud
2504,225,43,17,Hotel,USA,not_fraud
2505,801,14,22,Bar,Japan,not_fraud
2506,745,189,5,ATM,Sweden,fraud
2507,973,46,15,Cinema,USA,not_fraud
2508,926,57,17,Hotel,United Kingdom,not_fraud
2509,929,23,19,Supermarket,Sweden,not_fraud
2510,589,43,17,Amusement Park,Switzerland,not_fraud
2511,116,1038,0,ATM,New Zealand,fraud
2512,666,13,2,Museum,Canada,not_fraud
2513,918,15,14,Hotel,India,not_fraud
2514,103,100,19,Bar,USA,not_fraud
2515,194,23,9,Museum,Sweden,not_fraud
2516,166,20,20,Amusement Park,Germany,not_fraud
2517,871,1045,4,Bar,Canada,fraud
2518,90,83,14,Amusement Park,USA,not_fraud
2519,686,13,22,Supermarket,United Kingdom,not_fraud
2520,122,52,13,Hotel,Canada,not_fraud
2521,143,16,14,Online,Japan,fraud
2522,994,11,9,Retail Store,Australia,not_fraud
2523,106,12,23,Amusement Park,France,not_fraud
2524,887,99,8,Online,China,fraud
2525,428,16,11,ATM,Singapore,fraud
2526,305,12,6,Amusement Park,Italy,not_fraud
2527,872,38,4,Online,Italy,fraud
2528,971,102,23,Gas Station,Switzerland,not_fraud
2529,317,1025,9,Bar,Brazil,not_fraud
2530,963,37,7,Bar,Singapore,not_fraud
2531,635,1012,21,Amusement Park,Germany,not_fraud
2532,902,39,19,Hotel,Switzerland,not_fraud
2533,9,53,15,Hotel,Switzerland,not_fraud
2534,774,52,11,Cinema,Mexico,not_fraud
2535,73,30,8,Supermarket,Canada,not_fraud
2536,359,28,9,Bar,United Kingdom,not_fraud
2537,223,15,15,Museum,Italy,not_fraud
2538,416,32,9,Restaurant,United Kingdom,not_fraud
2539,553,15,8,Restaurant,Japan,not_fraud
2540,370,82,2,Online,Canada,fraud
2541,716,179,18,Bar,Singapore,not_fraud
2542,264,185,10,Online,Spain,fraud
2543,840,110,5,Hotel,Sweden,not_fraud
2544,690,55,5,Amusement Park,China,not_fraud
2545,860,70,14,Hotel,USA,not_fraud
2546,318,26,14,Gas Station,France,not_fraud
2547,84,59,12,Amusement Park,Switzerland,not_fraud
2548,318,40,21,Gas Station,Japan,not_fraud
2549,111,42,4,Cinema,Switzerland,not_fraud
2550,251,80,13,Bar,Netherlands,not_fraud
2551,383,26,20,ATM,India,fraud
2552,7,1029,1,Museum,Australia,fraud
2553,459,139,22,ATM,Canada,fraud
2554,84,12,11,Fitness Center,New Zealand,not_fraud
2555,208,43,19,Online,Sweden,fraud
2556,900,131,13,Gas Station,Brazil,not_fraud
2557,390,57,18,ATM,Australia,fraud
2558,314,49,23,Online,New Zealand,fraud
2559,22,24,19,Cinema,Switzerland,not_fraud
2560,410,31,14,Cinema,Switzerland,not_fraud
2561,895,105,19,Amusement Park,Sweden,not_fraud
2562,515,50,23,Gas Station,Netherlands,not_fraud
2563,127,46,16,Supermarket,United Kingdom,not_fraud
2564,809,15,13,Bar,India,not_fraud
2565,700,10,22,Supermarket,Italy,not_fraud
2566,874,175,17,Cinema,India,not_fraud
2567,14,1033,21,Bar,Spain,not_fraud
2568,971,56,23,Retail Store,Germany,not_fraud
2569,978,14,4,Amusement Park,Spain,not_fraud
2570,12,67,21,Cinema,Switzerland,not_fraud
2571,87,144,11,Bar,Brazil,not_fraud
2572,524,52,9,Retail Store,Italy,not_fraud
2573,909,16,7,Gas Station,Japan,not_fraud
2574,537,53,5,Restaurant,Germany,not_fraud
2575,301,82,14,Gas Station,United Kingdom,not_fraud
2576,243,36,11,ATM,Japan,fraud
2577,122,115,5,Amusement Park,South Africa,not_fraud
2578,147,62,11,Bar,United Kingdom,fraud
2579,567,124,14,Hotel,South Africa,not_fraud
2580,750,58,11,ATM,France,fraud
2581,356,17,8,Fitness Center,Russia,not_fraud
2582,685,28,18,ATM,Italy,fraud
2583,904,21,20,Amusement Park,Australia,not_fraud
2584,733,129,1,Fitness Center,Switzerland,not_fraud
2585,631,81,12,Cinema,Canada,not_fraud
2586,309,66,12,Fitness Center,Spain,not_fraud
2587,695,27,7,Bar,Mexico,not_fraud
2588,288,20,12,ATM,Italy,fraud
2589,307,80,3,ATM,New Zealand,fraud
2590,812,42,5,Gas Station,Netherlands,not_fraud
2591,594,22,5,Online,Brazil,fraud
2592,966,57,20,Cinema,India,fraud
2593,914,12,11,Gas Station,Russia,not_fraud
2594,723,29,11,Amusement Park,New Zealand,not_fraud
2595,662,41,16,Restaurant,Russia,not_fraud
2596,549,18,6,Supermarket,Germany,not_fraud
2597,352,218,14,Fitness Center,Switzerland,not_fraud
2598,312,21,23,ATM,Spain,fraud
2599,873,16,16,Cinema,USA,not_fraud
2600,59,21,9,Amusement Park,Italy,not_fraud
2601,643,83,22,ATM,Sweden,fraud
2602,924,37,19,Hotel,Singapore,not_fraud
2603,714,1051,5,Restaurant,Germany,fraud
2604,755,11,8,Amusement Park,Switzerland,not_fraud
2605,35,11,14,Bar,India,not_fraud
2606,445,39,15,Supermarket,Italy,not_fraud
2607,93,94,20,Amusement Park,Australia,not_fraud
2608,950,1118,7,ATM,Russia,fraud
2609,959,14,15,Amusement Park,Japan,not_fraud
2610,207,48,4,Museum,France,not_fraud
2611,353,132,17,Museum,France,not_fraud
2612,903,34,19,Amusement Park,Russia,not_fraud
2613,332,98,13,Restaurant,China,not_fraud
2614,817,17,1,Fitness Center,Brazil,not_fraud
2615,862,1146,22,Restaurant,Japan,not_fraud
2616,725,79,22,Bar,France,not_fraud
2617,159,151,2,Retail Store,India,not_fraud
2618,954,66,13,Fitness Center,Mexico,not_fraud
2619,957,32,6,Cinema,Italy,not_fraud
2620,24,149,14,Amusement Park,China,not_fraud
2621,404,26,16,Online,Italy,fraud
2622,805,30,0,Amusement Park,Mexico,not_fraud
2623,516,70,8,Amusement Park,France,not_fraud
2624,732,82,21,Cinema,South Africa,not_fraud
2625,364,142,13,Gas Station,Italy,not_fraud
2626,382,21,15,Supermarket,Netherlands,not_fraud
2627,532,89,20,Retail Store,Mexico,not_fraud
2628,956,77,12,Supermarket,Australia,not_fraud
2629,152,13,5,ATM,Brazil,fraud
2630,562,34,21,Restaurant,Australia,not_fraud
2631,689,26,0,Retail Store,United Kingdom,not_fraud
2632,947,28,20,ATM,Singapore,fraud
2633,608,213,3,Online,Brazil,fraud
2634,617,61,2,Fitness Center,Switzerland,not_fraud
2635,420,73,16,Hotel,China,not_fraud
2636,250,197,1,Restaurant,Singapore,not_fraud
2637,117,33,18,Hotel,Italy,not_fraud
2638,866,1090,19,Bar,New Zealand,not_fraud
2639,512,38,22,Fitness Center,Netherlands,not_fraud
2640,740,111,21,ATM,Netherlands,fraud
2641,578,19,7,Gas Station,Japan,not_fraud
2642,335,157,14,Fitness Center,Germany,not_fraud
2643,418,22,5,Restaurant,Brazil,not_fraud
2644,932,29,22,Online,Brazil,fraud
2645,774,80,19,Retail Store,Mexico,not_fraud
2646,295,35,1,Online,Singapore,fraud
2647,938,56,14,Fitness Center,Mexico,not_fraud
2648,755,39,19,Gas Station,New Zealand,not_fraud
2649,371,77,11,Fitness Center,Italy,not_fraud
2650,186,22,2,Fitness Center,United Kingdom,not_fraud
2651,246,13,9,Bar,Japan,not_fraud
2652,637,27,13,Online,France,fraud
2653,268,42,21,Online,France,fraud
2654,643,19,13,Supermarket,Germany,not_fraud
2655,237,31,2,Restaurant,Spain,not_fraud
2656,530,35,0,Bar,Australia,not_fraud
2657,552,12,19,Supermarket,France,not_fraud
2658,21,1053,0,Fitness Center,Mexico,fraud
2659,911,117,1,Hotel,USA,not_fraud
2660,737,18,18,Cinema,New Zealand,not_fraud
2661,867,55,23,Museum,France,not_fraud
2662,794,64,9,Retail Store,Netherlands,not_fraud
2663,520,37,3,ATM,Switzerland,fraud
2664,100,1070,3,Retail Store,Brazil,fraud
2665,752,36,12,Retail Store,Germany,not_fraud
2666,478,45,8,Hotel,United Kingdom,not_fraud
2667,599,10,6,Gas Station,Brazil,not_fraud
2668,298,68,15,Supermarket,Spain,not_fraud
2669,940,64,17,Fitness Center,Spain,not_fraud
2670,526,11,2,Retail Store,China,not_fraud
2671,334,32,19,Hotel,France,not_fraud
2672,2,203,19,Retail Store,France,not_fraud
2673,375,37,9,Gas Station,Sweden,not_fraud
2674,293,44,23,Hotel,Singapore,not_fraud
2675,837,130,21,Fitness Center,Canada,not_fraud
2676,934,73,15,Restaurant,Russia,not_fraud
2677,553,53,2,Online,Australia,fraud
2678,318,89,10,Restaurant,Brazil,not_fraud
2679,502,109,9,Retail Store,Mexico,not_fraud
2680,828,40,15,ATM,France,fraud
2681,381,42,7,Bar,China,not_fraud
2682,623,34,8,Online,Sweden,fraud
2683,14,180,14,Supermarket,Mexico,not_fraud
2684,504,69,20,Bar,China,not_fraud
2685,231,14,2,Supermarket,China,not_fraud
2686,985,109,3,Online,India,fraud
2687,84,42,12,Fitness Center,China,not_fraud
2688,130,13,11,Restaurant,Netherlands,not_fraud
2689,743,49,20,Amusement Park,Germany,not_fraud
2690,838,36,8,Gas Station,Sweden,not_fraud
2691,145,115,13,Supermarket,Germany,not_fraud
2692,891,21,18,Restaurant,Spain,not_fraud
2693,857,97,6,Restaurant,New Zealand,not_fraud
2694,28,50,15,Online,Switzerland,fraud
2695,66,12,21,Restaurant,France,not_fraud
2696,163,188,19,Museum,China,not_fraud
2697,229,45,4,Cinema,Russia,fraud
2698,261,27,9,Retail Store,United Kingdom,not_fraud
2699,449,41,17,Bar,Japan,not_fraud
2700,424,107,10,Museum,France,not_fraud
2701,460,28,6,Cinema,Switzerland,not_fraud
2702,952,20,13,Retail Store,Russia,not_fraud
2703,676,16,19,Museum,New Zealand,not_fraud
2704,301,27,17,Gas Station,India,not_fraud
2705,919,85,10,Supermarket,South Africa,not_fraud
2706,303,41,21,Hotel,Netherlands,not_fraud
2707,287,22,11,Museum,USA,not_fraud
2708,395,19,17,Fitness Center,Spain,not_fraud
2709,10,30,1,Fitness Center,Australia,not_fraud
2710,707,150,22,Online,India,fraud
2711,630,31,0,Fitness Center,France,not_fraud
2712,270,231,22,Online,South Africa,fraud
2713,592,43,9,Gas Station,India,not_fraud
2714,970,19,20,Hotel,United Kingdom,not_fraud
2715,605,120,0,Supermarket,USA,not_fraud
2716,778,40,5,Bar,Singapore,not_fraud
2717,844,71,6,Supermarket,New Zealand,not_fraud
2718,862,215,16,Fitness Center,Russia,not_fraud
2719,361,12,8,ATM,Germany,fraud
2720,257,15,6,Gas Station,France,not_fraud
2721,133,73,16,Fitness Center,Russia,not_fraud
2722,276,26,2,Online,New Zealand,fraud
2723,776,20,15,Bar,Japan,not_fraud
2724,683,12,4,Cinema,Switzerland,not_fraud
2725,972,11,19,Hotel,Canada,not_fraud
2726,513,84,17,Cinema,Brazil,not_fraud
2727,313,17,0,ATM,Brazil,fraud
2728,576,41,3,Museum,Brazil,not_fraud
2729,886,56,22,Retail Store,Spain,not_fraud
2730,980,37,10,Restaurant,Sweden,not_fraud
2731,284,11,19,Online,India,fraud
2732,121,86,8,Hotel,Switzerland,not_fraud
2733,107,10,7,Cinema,France,not_fraud
2734,933,81,7,Fitness Center,New Zealand,not_fraud
2735,687,121,4,Cinema,USA,not_fraud
2736,997,38,11,Hotel,Spain,not_fraud
2737,204,48,0,Fitness Center,Sweden,not_fraud
2738,165,42,14,Supermarket,United Kingdom,not_fraud
2739,305,34,17,Hotel,Singapore,not_fraud
2740,497,119,5,Bar,Spain,not_fraud
2741,632,122,9,Restaurant,Singapore,not_fraud
2742,556,30,13,Museum,Russia,not_fraud
2743,824,57,20,ATM,Netherlands,fraud
2744,156,1140,7,Hotel,Mexico,fraud
2745,367,173,2,Cinema,Australia,not_fraud
2746,719,45,21,Museum,South Africa,not_fraud
2747,902,40,21,Museum,Italy,not_fraud
2748,620,26,18,Hotel,Australia,not_fraud
2749,251,169,11,Bar,Brazil,not_fraud
2750,957,17,11,Restaurant,Russia,not_fraud
2751,916,53,14,Supermarket,Brazil,not_fraud
2752,882,1026,6,Museum,Brazil,fraud
2753,334,26,3,Fitness Center,Russia,not_fraud
2754,642,35,20,Museum,Italy,not_fraud
2755,969,345,8,Retail Store,USA,not_fraud
2756,511,12,21,Museum,Germany,not_fraud
2757,293,53,15,Fitness Center,Mexico,not_fraud
2758,20,14,12,Restaurant,USA,not_fraud
2759,282,18,3,Hotel,Spain,not_fraud
2760,797,38,23,Amusement Park,France,not_fraud
2761,1,45,8,Hotel,Australia,not_fraud
2762,119,24,20,Fitness Center,Singapore,not_fraud
2763,35,29,17,Supermarket,Sweden,not_fraud
2764,198,14,14,Cinema,Brazil,not_fraud
2765,485,28,14,Amusement Park,Switzerland,not_fraud
2766,757,179,5,Supermarket,Australia,not_fraud
2767,59,154,10,Museum,Italy,not_fraud
2768,837,30,7,Hotel,Singapore,not_fraud
2769,161,52,20,Restaurant,Italy,not_fraud
2770,691,130,16,Retail Store,China,not_fraud
2771,206,10,23,Restaurant,India,not_fraud
2772,12,93,16,Cinema,Sweden,not_fraud
2773,490,1158,23,Fitness Center,Germany,not_fraud
2774,276,14,17,Gas Station,Switzerland,not_fraud
2775,693,18,3,Restaurant,Canada,not_fraud
2776,242,171,14,Retail Store,Sweden,not_fraud
2777,216,48,1,Cinema,Sweden,not_fraud
2778,251,10,1,Fitness Center,Japan,not_fraud
2779,811,24,9,Bar,Switzerland,not_fraud
2780,126,39,2,Bar,Germany,not_fraud
2781,994,69,7,Hotel,Brazil,not_fraud
2782,217,76,19,Retail Store,Japan,not_fraud
2783,306,279,6,Cinema,Mexico,not_fraud
2784,797,26,11,Bar,Australia,not_fraud
2785,185,48,18,Bar,Germany,not_fraud
2786,39,48,14,Museum,Switzerland,not_fraud
2787,223,36,13,Amusement Park,China,not_fraud
2788,184,19,15,Amusement Park,New Zealand,not_fraud
2789,495,199,13,Fitness Center,United Kingdom,not_fraud
2790,427,105,2,Fitness Center,United Kingdom,not_fraud
2791,178,44,17,Hotel,Singapore,not_fraud
2792,919,56,21,Retail Store,USA,not_fraud
2793,428,22,5,Supermarket,Mexico,not_fraud
2794,294,49,16,Amusement Park,France,not_fraud
2795,852,69,22,Online,China,fraud
2796,151,46,13,Online,Brazil,fraud
2797,384,241,13,Online,India,not_fraud
2798,638,1057,19,Cinema,China,not_fraud
2799,813,33,12,Hotel,China,not_fraud
2800,308,83,2,Restaurant,Brazil,not_fraud
2801,336,19,12,Retail Store,Australia,not_fraud
2802,946,34,23,Cinema,Russia,not_fraud
2803,746,31,1,Gas Station,Netherlands,not_fraud
2804,892,38,8,Gas Station,Australia,not_fraud
2805,375,86,12,Bar,India,not_fraud
2806,8,43,7,Hotel,Switzerland,not_fraud
2807,341,88,15,Restaurant,Netherlands,not_fraud
2808,129,1052,23,Bar,USA,not_fraud
2809,776,30,2,Gas Station,Netherlands,not_fraud
2810,669,93,12,Amusement Park,Italy,not_fraud
2811,352,23,3,ATM,Japan,fraud
2812,358,22,17,Retail Store,United Kingdom,not_fraud
2813,517,45,1,Amusement Park,Germany,not_fraud
2814,495,25,19,Cinema,France,not_fraud
2815,86,10,21,ATM,France,fraud
2816,175,62,20,Retail Store,India,not_fraud
2817,802,45,14,Museum,China,not_fraud
2818,193,39,16,Amusement Park,USA,not_fraud
2819,311,180,9,Gas Station,Spain,not_fraud
2820,119,52,0,Bar,United Kingdom,not_fraud
2821,218,109,5,Retail Store,Canada,not_fraud
2822,427,1017,2,Hotel,Sweden,fraud
2823,970,52,18,Online,Canada,fraud
2824,414,111,6,Restaurant,Italy,not_fraud
2825,114,53,12,Online,Italy,fraud
2826,978,73,12,Supermarket,South Africa,not_fraud
2827,145,33,16,Supermarket,Italy,not_fraud
2828,538,14,0,Supermarket,Mexico,not_fraud
2829,648,40,13,Online,Canada,fraud
2830,303,35,2,Restaurant,USA,not_fraud
2831,744,110,13,Amusement Park,Japan,not_fraud
2832,881,23,23,Restaurant,Netherlands,not_fraud
2833,588,180,0,Cinema,Brazil,not_fraud
2834,987,168,15,Restaurant,Singapore,not_fraud
2835,840,24,9,Supermarket,Switzerland,not_fraud
2836,345,31,12,Hotel,Russia,not_fraud
2837,814,122,3,Fitness Center,USA,not_fraud
2838,964,179,8,Retail Store,Germany,not_fraud
2839,801,39,13,Online,Spain,fraud
2840,1,29,3,Bar,India,not_fraud
2841,147,47,9,Fitness Center,France,not_fraud
2842,287,68,7,Fitness Center,China,not_fraud
2843,976,25,22,Supermarket,Brazil,not_fraud
2844,654,76,2,Supermarket,South Africa,not_fraud
2845,53,12,22,Bar,Canada,not_fraud
2846,304,12,6,Hotel,New Zealand,not_fraud
2847,69,34,9,Bar,Brazil,not_fraud
2848,361,31,2,Museum,Switzerland,not_fraud
2849,602,28,1,Cinema,United Kingdom,not_fraud
2850,958,43,14,Supermarket,Sweden,not_fraud
2851,220,29,8,Supermarket,Netherlands,not_fraud
2852,962,20,14,Bar,Italy,fraud
2853,704,28,16,Supermarket,Russia,not_fraud
2854,966,194,6,Supermarket,Brazil,not_fraud
2855,575,36,19,Online,Canada,fraud
2856,585,1039,17,ATM,France,fraud
2857,161,52,14,Supermarket,Mexico,not_fraud
2858,681,214,17,Amusement Park,New Zealand,not_fraud
2859,89,23,23,Gas Station,Italy,not_fraud
2860,688,67,22,Hotel,Australia,not_fraud
2861,781,72,11,Restaurant,Russia,not_fraud
2862,585,56,22,Retail Store,China,not_fraud
2863,757,14,20,Fitness Center,Sweden,not_fraud
2864,589,66,7,Museum,Singapore,not_fraud
2865,159,13,1,Online,Netherlands,fraud
2866,489,55,1,Cinema,Singapore,not_fraud
2867,971,77,4,Restaurant,Switzerland,not_fraud
2868,324,21,0,Fitness Center,Japan,not_fraud
2869,610,102,21,Gas Station,Sweden,not_fraud
2870,381,11,3,ATM,Singapore,fraud
2871,102,102,5,Hotel,France,not_fraud
2872,494,40,22,Museum,Italy,not_fraud
2873,644,22,12,ATM,USA,fraud
2874,614,1017,18,Cinema,Mexico,not_fraud
2875,19,163,10,Online,Spain,fraud
2876,454,13,12,Fitness Center,USA,not_fraud
2877,482,21,7,Online,USA,fraud
2878,594,31,6,Museum,United Kingdom,not_fraud
2879,397,58,12,Supermarket,Brazil,not_fraud
2880,279,49,0,Supermarket,Singapore,not_fraud
2881,851,16,5,Fitness Center,United Kingdom,not_fraud
2882,365,27,6,Fitness Center,USA,not_fraud
2883,331,23,15,Bar,Netherlands,not_fraud
2884,641,1022,14,Retail Store,India,not_fraud
2885,344,36,19,Hotel,China,not_fraud
2886,822,70,1,Hotel,Japan,not_fraud
2887,455,22,22,Hotel,China,not_fraud
2888,601,32,15,Hotel,Singapore,not_fraud
2889,725,34,16,Online,United Kingdom,fraud
2890,655,197,23,Cinema,Spain,not_fraud
2891,65,164,14,Cinema,Sweden,not_fraud
2892,76,90,2,Retail Store,Switzerland,not_fraud
2893,711,23,3,Hotel,Japan,not_fraud
2894,143,13,11,Hotel,Switzerland,not_fraud
2895,917,29,4,Cinema,United Kingdom,not_fraud
2896,915,25,16,Retail Store,Mexico,not_fraud
2897,828,45,5,Bar,China,not_fraud
2898,605,85,9,Gas Station,Mexico,not_fraud
2899,473,107,21,Hotel,Mexico,not_fraud
2900,417,103,17,Amusement Park,Australia,not_fraud
2901,305,32,9,Cinema,France,not_fraud
2902,736,68,5,Retail Store,Germany,not_fraud
2903,497,28,23,Bar,Spain,not_fraud
2904,291,13,5,Fitness Center,Singapore,not_fraud
2905,940,70,19,Retail Store,Germany,not_fraud
2906,102,10,14,Museum,Italy,not_fraud
2907,986,36,3,Cinema,South Africa,not_fraud
2908,267,29,15,Amusement Park,Italy,not_fraud
2909,867,69,21,Gas Station,United Kingdom,not_fraud
2910,968,82,23,Gas Station,Canada,not_fraud
2911,622,28,7,Museum,Australia,not_fraud
2912,974,93,6,Restaurant,New Zealand,not_fraud
2913,842,27,18,Online,France,fraud
2914,962,39,16,Bar,Canada,not_fraud
2915,942,74,20,Retail Store,Italy,not_fraud
2916,777,69,12,Amusement Park,France,not_fraud
2917,3,228,14,Bar,India,not_fraud
2918,85,22,1,Museum,France,not_fraud
2919,794,64,9,Amusement Park,Canada,not_fraud
2920,328,57,12,Retail Store,South Africa,not_fraud
2921,816,133,17,Restaurant,Russia,not_fraud
2922,450,18,22,Amusement Park,India,not_fraud
2923,454,79,10,Supermarket,Netherlands,not_fraud
2924,924,51,12,Fitness Center,USA,not_fraud
2925,629,26,18,Cinema,Germany,not_fraud
2926,221,42,23,Online,Brazil,fraud
2927,154,30,23,Museum,Netherlands,not_fraud
2928,665,53,21,Retail Store,Russia,not_fraud
2929,12,119,4,Retail Store,Netherlands,not_fraud
2930,133,52,2,Cinema,Japan,not_fraud
2931,994,59,18,Museum,Switzerland,not_fraud
2932,304,46,22,Hotel,China,not_fraud
2933,293,12,12,Gas Station,Japan,not_fraud
2934,975,23,4,Restaurant,Australia,not_fraud
2935,300,43,11,Restaurant,Russia,not_fraud
2936,740,28,13,Gas Station,Netherlands,not_fraud
2937,783,20,5,ATM,Sweden,fraud
2938,43,45,21,Bar,India,not_fraud
2939,944,29,8,Museum,Australia,not_fraud
2940,343,24,16,Gas Station,New Zealand,not_fraud
2941,326,41,7,ATM,United Kingdom,fraud
2942,814,17,12,Museum,Australia,not_fraud
2943,498,141,4,Cinema,Canada,not_fraud
2944,364,111,21,Fitness Center,Canada,not_fraud
2945,891,71,21,Retail Store,Singapore,not_fraud
2946,427,15,16,Retail Store,China,not_fraud
2947,21,84,2,Hotel,Australia,not_fraud
2948,407,92,5,Bar,South Africa,not_fraud
2949,619,83,13,Supermarket,New Zealand,not_fraud
2950,336,16,14,Bar,Mexico,not_fraud
2951,815,61,13,ATM,Brazil,fraud
2952,117,99,10,Supermarket,Sweden,not_fraud
2953,124,53,10,Bar,Brazil,not_fraud
2954,399,1061,8,Supermarket,Canada,not_fraud
2955,793,40,5,Cinema,India,not_fraud
2956,804,47,14,Supermarket,Germany,not_fraud
2957,715,11,11,Restaurant,Russia,not_fraud
2958,51,60,5,Gas Station,New Zealand,not_fraud
2959,783,14,0,Restaurant,Japan,not_fraud
2960,324,38,15,Online,Japan,fraud
2961,789,27,19,Cinema,Spain,not_fraud
2962,141,49,14,Museum,USA,not_fraud
2963,470,17,1,Restaurant,Switzerland,not_fraud
2964,787,68,16,Online,Germany,fraud
2965,802,1089,2,Fitness Center,Australia,fraud
2966,334,18,2,Gas Station,Sweden,not_fraud
2967,893,15,4,Retail Store,Spain,not_fraud
2968,964,17,16,Restaurant,Brazil,not_fraud
2969,373,114,22,Cinema,Singapore,not_fraud
2970,564,47,16,Gas Station,Australia,not_fraud
2971,494,41,19,Hotel,Canada,not_fraud
2972,539,15,5,Restaurant,Brazil,not_fraud
2973,669,62,0,Retail Store,Netherlands,not_fraud
2974,751,111,6,Gas Station,Italy,not_fraud
2975,156,98,14,Cinema,Singapore,not_fraud
2976,291,59,6,Bar,Sweden,not_fraud
2977,648,13,18,Retail Store,Spain,not_fraud
2978,144,15,19,Retail Store,Singapore,not_fraud
2979,106,12,21,Bar,Germany,not_fraud
2980,420,1024,10,Amusement Park,China,not_fraud
2981,670,17,22,Restaurant,Australia,not_fraud
2982,658,25,13,Bar,South Africa,not_fraud
2983,2,34,12,ATM,India,fraud
2984,945,153,19,Gas Station,Sweden,not_fraud
2985,589,57,8,Online,France,fraud
2986,644,100,8,Amusement Park,Singapore,not_fraud
2987,90,71,15,Restaurant,USA,not_fraud
2988,345,15,11,Amusement Park,Spain,not_fraud
2989,350,1076,9,Cinema,Singapore,not_fraud
2990,459,26,5,Amusement Park,Italy,not_fraud
2991,263,60,17,Gas Station,Canada,not_fraud
2992,351,30,1,ATM,Singapore,fraud
2993,108,313,19,Fitness Center,USA,not_fraud
2994,586,25,8,Cinema,USA,not_fraud
2995,39,26,18,Museum,Switzerland,not_fraud
2996,909,143,5,Online,China,fraud
2997,159,11,1,Restaurant,USA,not_fraud
2998,583,69,14,Cinema,Netherlands,not_fraud
2999,959,74,16,Online,Brazil,fraud
3000,312,100,15,Hotel,United Kingdom,not_fraud
3001,241,1193,20,Supermarket,United Kingdom,not_fraud
3002,938,195,7,Online,Spain,fraud
3003,445,13,9,ATM,Singapore,fraud
3004,298,96,9,Gas Station,New Zealand,not_fraud
3005,952,61,17,Retail Store,Netherlands,not_fraud
3006,36,62,9,Bar,Italy,not_fraud
3007,84,16,8,ATM,Spain,fraud
3008,452,62,23,Gas Station,Mexico,not_fraud
3009,886,212,18,Museum,China,not_fraud
3010,775,131,0,Supermarket,Singapore,not_fraud
3011,822,38,3,Restaurant,Singapore,not_fraud
3012,385,12,23,Cinema,Netherlands,not_fraud
3013,172,32,2,Museum,Australia,not_fraud
3014,376,97,9,Online,United Kingdom,fraud
3015,685,70,11,Supermarket,Italy,not_fraud
3016,362,40,17,Bar,France,not_fraud
3017,559,12,22,Gas Station,China,not_fraud
3018,891,37,19,Amusement Park,Australia,not_fraud
3019,141,41,5,Fitness Center,Germany,not_fraud
3020,887,141,20,Fitness Center,Spain,not_fraud
3021,918,61,1,Gas Station,India,not_fraud
3022,118,28,9,ATM,Netherlands,fraud
3023,277,47,1,Fitness Center,Sweden,not_fraud
3024,726,13,8,Supermarket,Brazil,not_fraud
3025,220,189,9,ATM,Spain,fraud
3026,905,32,1,Cinema,Germany,not_fraud
3027,26,42,7,Gas Station,United Kingdom,not_fraud
3028,521,31,23,Gas Station,Japan,not_fraud
3029,783,67,16,Museum,Germany,not_fraud
3030,10,64,16,Retail Store,Switzerland,not_fraud
3031,984,72,3,Online,Sweden,fraud
3032,378,25,17,Gas Station,India,not_fraud
3033,633,28,11,Bar,Japan,not_fraud
3034,637,16,16,Retail Store,USA,not_fraud
3035,682,63,8,Supermarket,France,not_fraud
3036,584,12,18,Bar,Netherlands,not_fraud
3037,152,55,13,Museum,United Kingdom,not_fraud
3038,720,111,13,ATM,Canada,fraud
3039,49,120,16,Amusement Park,Mexico,not_fraud
3040,154,39,1,ATM,Germany,fraud
3041,859,40,7,Cinema,Spain,not_fraud
3042,293,14,4,Supermarket,Switzerland,not_fraud
3043,580,65,6,Retail Store,France,not_fraud
3044,50,96,21,Cinema,China,not_fraud
3045,664,24,15,ATM,Italy,fraud
3046,531,37,15,ATM,India,fraud
3047,612,101,16,Restaurant,Switzerland,not_fraud
3048,60,114,21,Bar,Spain,not_fraud
3049,167,23,6,ATM,New Zealand,fraud
3050,202,49,19,ATM,China,fraud
3051,857,20,7,Online,China,fraud
3052,146,15,7,Supermarket,South Africa,not_fraud
3053,915,131,22,Supermarket,Sweden,not_fraud
3054,676,95,10,ATM,Russia,fraud
3055,970,81,14,Online,Brazil,fraud
3056,993,12,17,Supermarket,Russia,not_fraud
3057,439,102,5,Amusement Park,Germany,not_fraud
3058,242,38,21,Cinema,China,not_fraud
3059,581,30,11,Museum,China,not_fraud
3060,687,49,14,Online,Japan,fraud
3061,561,14,22,Fitness Center,USA,not_fraud
